PLAYER_NAME,GP,G,AVG_SEAS_ADJ_GPG,ADJ_G,ADJ_GPG,A,AVG_SEAS_ADJ_APG,ADJ_A,ADJ_APG,PTS,AVG_SEAS_ADJ_PTSPG,ADJ_PTS,ADJ_PTSPG
Dave Keon*,1296,396,0.307834942,394.9825529,0.304770488,590,0.450674336,579.7534103,0.447340594,986,0.758096804,974.1986269,0.751696471
Dave Kryskow,231,33,0.118492754,29.79485538,0.128982058,56,0.171653901,50.67258499,0.21936184,89,0.290036269,80.45052554,0.348270673
Dave Langevin,513,12,0.016418113,9.577670905,0.018669924,107,0.179256857,83.81470228,0.163381486,119,0.19600739,93.50570058,0.182272321
Dave Lewis,1008,36,0.028009365,30.88657469,0.030641443,187,0.146586975,159.5235851,0.158257525,223,0.174573607,190.3779748,0.188867038
Dave Logan,218,5,0.014333728,4.377669626,0.020081053,29,0.075515402,25.50357573,0.116988879,34,0.089794411,29.86975428,0.137017221
Dave Lowry,1084,164,0.132617107,157.1217732,0.144946285,187,0.161753725,177.378099,0.163632933,351,0.293956306,333.8525041,0.307982015
Dave Lucas,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
Dave Lumley,437,98,0.134729241,77.37158316,0.177051678,160,0.214891626,126.470837,0.28940695,258,0.3495684,203.8152919,0.466396549
Dave MacKay,27,3,0.126223537,3.408035496,0.126223537,0,0,0,0,3,0.132301726,3.572146614,0.132301726
Dave Maloney,657,71,0.075867474,57.90166913,0.088130394,246,0.305400273,200.3419653,0.304934498,317,0.381215459,258.2689906,0.393103486
Dave Manson,1103,102,0.07815732,93.04593651,0.08435715,288,0.233482057,266.6320514,0.241733501,390,0.312329292,360.4197845,0.326763177
Dave Marcinyshyn,16,0,0,0,0,1,0.031715689,0.856323593,0.053520225,1,0.031998835,0.863968553,0.053998035
Dave McLlwain,501,100,0.165101102,87.16800128,0.173988026,107,0.185040834,92.71086656,0.18505163,207,0.349467918,179.4555252,0.358194661
Dave Michayluk,14,2,0.06030953,1.568047778,0.112003413,6,0.180174212,4.684529511,0.334609251,8,0.240659804,6.257154891,0.446939635
Dave Morisset,4,0,0,0,0,0,0,0,0,0,0,0,0
Dave Morissette,11,0,0,0,0,0,0,0,0,0,0,0,0
Dave Morrison,39,3,0.024511876,2.353140079,0.060336925,3,0.024393731,2.341798186,0.060046107,6,0.048877086,4.692200247,0.120312827
Dave Moss,501,78,0.164596277,85.64605351,0.170950207,100,0.213981111,105.1112899,0.209802974,178,0.377305397,189.988299,0.379218162
Dave Orleski,2,0,0,0,0,0,0,0,0,0,0,0,0
Dave Pasin,76,18,0.097027744,13.7779397,0.18128868,19,0.101398149,14.39853711,0.189454436,37,0.198209216,28.14570864,0.370338272
Dave Pichette,322,41,0.101528612,31.78834072,0.098721555,140,0.333166908,107.6338167,0.334266512,181,0.435068387,139.5389485,0.433350772
Dave Poulin,724,205,0.263672611,166.531572,0.230015983,325,0.312709792,261.6066684,0.361335177,530,0.576060685,428.0968815,0.591294035
Dave Pulkkinen,2,0,0,0,0,0,0,0,0,0,0,0,0
Dave Reid,968,165,0.1339077,152.3980568,0.157436009,204,0.149566078,186.2098805,0.192365579,369,0.283008509,338.1206605,0.349298203
Dave Reierson,2,0,0,0,0,0,0,0,0,0,0,0,0
Dave Richardson,45,3,0.024125326,3.281044317,0.072912096,2,0.045858182,2.144829061,0.047662868,5,0.069779368,5.408692711,0.120193171
Dave Richter,365,9,0.014636173,7.191159087,0.019701806,40,0.056549257,31.7054926,0.086864363,49,0.071313961,38.97235581,0.106773578
Dave Ritchie,7,0,0,0,0,0,0,0,0,0,0,0,0
Dave Roche,171,15,0.055268057,15.41066459,0.090120846,15,0.054155691,15.12237361,0.088434933,30,0.109147872,30.45904189,0.178123052
Dave Rochefort,1,0,0,0,0,0,0,0,0,0,0,0,0
Dave Scatchard,659,128,0.192085186,143.3605043,0.217542495,141,0.212967435,151.5099601,0.229908892,269,0.403519976,293.6688869,0.445628053
Dave Schultz,535,79,0.114624363,72.28227152,0.13510705,121,0.165028429,110.2972867,0.206163153,200,0.279668632,182.5739591,0.341259737
Dave Semenko,575,65,0.090234453,51.19666626,0.08903768,88,0.120796352,68.80386845,0.119658902,153,0.211014792,119.9911752,0.208680305
Dave Shand,421,19,0.035936517,16.31227748,0.038746502,84,0.22991516,72.71742423,0.172725473,103,0.265907729,88.98259585,0.211360085
Dave Silk,249,54,0.131258043,41.75494729,0.167690551,59,0.143519435,45.16026288,0.181366518,113,0.274569486,86.85486508,0.348814719
Dave Snuggerud,265,30,0.092111235,25.40435853,0.095865504,54,0.168689952,45.10009473,0.170189037,84,0.260986273,70.54347638,0.266201798
Dave Taylor,1111,431,0.307498069,353.8219107,0.318471567,638,0.451545177,516.1542662,0.464585298,1069,0.758836565,869.7323696,0.782837416
Dave Thomlinson,42,1,0.00865306,0.822040738,0.019572399,3,0.031140005,2.462696406,0.058635629,4,0.03994546,3.294647228,0.078443982
Dave Tippett,721,93,0.106870075,75.94094269,0.105327244,169,0.187380124,137.1571096,0.190231775,262,0.294495374,213.2301948,0.295742295
Dave Tomlinson,42,1,0.007546697,0.935790455,0.022280725,3,0.022205191,2.753443646,0.065558182,4,0.029797902,3.694939838,0.087974758
Dave Trottier,446,121,0.325122762,154.2289822,0.345804893,113,0.461320006,218.2807061,0.489418623,234,0.785057658,372.8655794,0.836021478
Dave Watson,18,0,0,0,0,1,0.030452815,0.791773192,0.0439874,1,0.030397896,0.790345285,0.043908071
David Backes,950,245,0.264539557,271.6278302,0.285924032,312,0.34063687,329.743228,0.347098135,557,0.603389861,599.2287603,0.630767116
David Booth,530,124,0.231586381,136.9880508,0.25846802,112,0.206033292,117.0662066,0.220879635,236,0.434262148,251.9266292,0.475333263
David Brine,9,0,0,0,0,1,0.117383563,1.05645207,0.117383563,1,0.119727641,1.077548765,0.119727641
David Broll,5,0,0,0,0,1,0.216127763,1.080638813,0.216127763,1,0.220070974,1.100354868,0.220070974
David Bruce,234,48,0.119000451,40.61326305,0.173560953,39,0.110311652,32.25242756,0.137830887,87,0.228671553,72.59750138,0.310245732
David Clarkson,570,114,0.238852798,127.5777056,0.223820536,86,0.157775605,90.85745289,0.15939904,200,0.39164458,216.0431524,0.379023074
David Cooper,30,3,0.054719452,3.119008773,0.103966959,7,0.221650624,7.6063288,0.253544293,10,0.277166194,10.74197944,0.358065981
David Cullen,19,0,0,0,0,0,0,0,0,0,0,0,0
David Desharnais,524,87,0.167929625,98.1276435,0.187266495,195,0.361210361,209.6648262,0.400123714,282,0.53077784,308.6875448,0.589098368
David Dziurzynski,26,3,0.135751734,3.420181474,0.131545441,3,0.118361697,3.314127502,0.127466442,6,0.251473648,6.673137406,0.256659131
David Emma,34,5,0.06233402,4.675051519,0.137501515,6,0.094449055,5.586374782,0.164305141,11,0.156721396,10.24748247,0.301396543
David Fenyves,206,3,0.016993394,2.484072408,0.012058604,32,0.184821721,24.96361808,0.121182612,35,0.2025351,27.52607187,0.133621708
David Gosselin,13,2,0.110362008,2.207240168,0.169787705,1,0.053446654,1.068933082,0.082225622,3,0.16228037,3.245607395,0.249662107
David Gove,2,0,0,0,0,1,0.47398216,0.94796432,0.47398216,1,0.483817002,0.967634005,0.483817002
David Gustafsson,22,1,0.046277871,1.018113161,0.046277871,0,0,0,0,1,0.045527636,1.001607989,0.045527636
David Haas,7,2,0.321339294,1.811529675,0.258789954,1,0.229353407,0.917413628,0.13105909,3,0.548339392,2.711790543,0.387398649
David Hale,327,4,0.015839854,4.301842045,0.01315548,25,0.08933289,25.83036987,0.078991957,29,0.106408568,30.49385171,0.093253369
David Harlock,212,2,0.00411532,2.304579478,0.010870658,14,0.039632988,15.30792361,0.072207187,16,0.044135839,17.74935593,0.083723377
David Jensen,87,9,0.044022832,7.376461867,0.084786918,15,0.122397675,11.95144693,0.137372953,24,0.166731712,19.33793743,0.222275143
David Jones,462,104,0.244699455,116.7579788,0.252722898,87,0.199401315,93.15201085,0.201627729,191,0.440235672,208.0980773,0.450428739
David Kampf,179,16,0.090317877,16.35480324,0.091367616,30,0.166799302,29.73212198,0.16610124,46,0.257346105,46.12530415,0.257683263
David Kase,6,1,0.169549914,1.017299484,0.169549914,0,0,0,0,1,0.16680125,1.000807503,0.16680125
David Koci,142,3,0.017195232,3.270858313,0.023034213,1,0.005423115,1.003276304,0.007065326,4,0.022187954,4.191111286,0.029514868
David Krejci,911,207,0.226879903,226.8418091,0.249003084,479,0.510944598,503.5166037,0.552707578,686,0.740178563,732.5638355,0.804131543
David Laliberte,11,2,0.199228392,2.191512312,0.199228392,1,0.094172083,1.035892914,0.094172083,3,0.288512654,3.173639195,0.288512654
David Latta,36,4,0.033766184,3.24155362,0.090043156,8,0.066362062,6.370757926,0.176965498,12,0.100202419,9.619432214,0.26720645
David Legwand,1136,228,0.21289652,254.0799239,0.223661905,390,0.34493581,414.4263574,0.364811934,618,0.557717504,668.4121807,0.588391004
David Liffiton,7,1,0.092422903,1.109074839,0.158439263,0,0,0,0,1,0.089671528,1.076058336,0.153722619
David Ling,93,4,0.02429171,4.605054176,0.049516712,4,0.021546864,4.451321802,0.047863675,8,0.045554457,9.008210409,0.096862478
David Mackey,126,8,0.05624363,6.849100138,0.054357938,12,0.080511964,10.01620973,0.079493728,20,0.136649124,16.85260834,0.13375086
David Maley,466,43,0.06893523,36.28198212,0.077858331,81,0.127258728,67.62273286,0.145113161,124,0.196328379,103.9803429,0.223133783
David McIntyre,7,1,0.162774149,1.139419045,0.162774149,1,0.154892155,1.084245086,0.154892155,2,0.315487749,2.208414241,0.315487749
David Moravec,1,0,0,0,0,0,0,0,0,0,0,0,0
David Musil,4,0,0,0,0,2,0.539838781,2.159355123,0.539838781,2,0.550579452,2.202317808,0.550579452
David Nemirovsky,91,16,0.109809487,17.63528653,0.193794357,22,0.32131822,23.79293766,0.261460853,38,0.432754902,41.41190245,0.455075851
David Oliver,233,49,0.133379565,50.42986856,0.216437204,49,0.186168831,49.64169062,0.213054466,98,0.319661663,99.80655895,0.42835433
David Pastrnak,390,180,0.470506564,190.8075134,0.489250034,199,0.503444456,203.9520466,0.522953966,379,0.970877938,393.5045107,1.008985925
David Perron,850,223,0.308203842,244.0161772,0.287077856,327,0.38755454,341.1848692,0.401393964,550,0.693605317,584.1105086,0.687188834
David Printz,13,0,0,0,0,0,0,0,0,0,0,0,0
David Roberts,125,20,0.134746993,20.54495146,0.164359612,33,0.185976698,33.08171702,0.264653736,53,0.320512371,53.62597684,0.429007815
David Rundblad,113,4,0.021522172,4.552237842,0.040285291,21,0.180738674,22.76408122,0.201452046,25,0.204639635,27.59255983,0.244181945
David Sacco,35,5,0.133798452,4.792859507,0.136938843,13,0.296934099,12.38761915,0.353931976,18,0.431208137,17.2104345,0.4917267
David Saunders,56,7,0.10214003,5.719841698,0.10214003,13,0.187024384,10.47336548,0.187024384,20,0.289274069,16.19934789,0.289274069
David Savard,557,40,0.06865478,43.98659486,0.078970547,120,0.207930253,126.8617311,0.227758943,160,0.277832812,171.5400276,0.307971324
David Schlemko,415,18,0.040495092,20.16106384,0.048580877,76,0.200542299,81.52924881,0.196456021,94,0.243366522,102.4355339,0.246832612
David Shaw,769,41,0.035912717,34.55223674,0.044931387,153,0.146076324,129.8150251,0.168810176,194,0.182496831,164.7633567,0.214256641
David Sloane,1,0,0,0,0,0,0,0,0,0,0,0,0
David Steckel,425,33,0.056349462,36.50378449,0.085891258,46,0.083034149,48.12190341,0.113228008,79,0.139230543,84.41337277,0.198619701
David Struch,4,0,0,0,0,0,0,0,0,0,0,0,0
David Tanabe,449,30,0.080740122,32.98378875,0.073460554,84,0.173093308,88.12029835,0.196259016,114,0.254627371,121.677892,0.270997532
David Ullstrom,49,6,0.135694048,6.842119288,0.139635088,7,0.155937929,7.583130655,0.154757768,13,0.290443581,14.3606647,0.29307479
David Van Der Gulik,49,2,0.038407645,2.248373975,0.045885183,11,0.190727777,11.70799983,0.238938772,13,0.23175637,14.1158298,0.288078159
David Van Drunen,1,0,0,0,0,0,0,0,0,0,0,0,0
David Volek,396,95,0.194775323,80.79205339,0.204020337,154,0.314302336,128.8337389,0.325337725,249,0.509081201,209.6129141,0.529325541
David Vyborny,543,113,0.227148245,125.1177995,0.23041952,204,0.386938126,212.4727552,0.391294209,317,0.614777696,337.9633829,0.622400337
David Warsofsky,55,2,0.048147454,2.27101893,0.041291253,9,0.193387881,9.343304038,0.169878255,11,0.243169094,11.68694648,0.212489936
David Wilkie,167,10,0.039181546,10.65410076,0.063797011,26,0.114258253,27.47236893,0.164505203,36,0.153865693,38.21913779,0.228857112
David Williams,173,11,0.061931402,10.15630282,0.058706953,53,0.236345097,46.03178379,0.266079675,64,0.299473986,56.43724302,0.326226838
David Wolf,3,0,0,0,0,0,0,0,0,0,0,0,0
Davis Drewiske,135,5,0.071608633,5.659429344,0.041921699,20,0.135173621,20.97116513,0.155341964,25,0.207281732,26.87052802,0.199040948
Davis Payne,22,0,0,0,0,1,0.034246486,1.027394587,0.046699754,1,0.034400793,1.032023793,0.046910172
Daymond Langkow,1090,270,0.238249331,298.244502,0.273618809,402,0.3722423,425.5065555,0.390372987,672,0.610031157,722.6450028,0.662977067
Dean Arsene,13,0,0,0,0,0,0,0,0,0,0,0,0
Dean Chynoweth,241,4,0.017066341,3.675798594,0.015252276,18,0.049039662,16.89631558,0.070109193,22,0.066208707,20.63929247,0.085640218
Dean Clark,1,0,0,0,0,0,0,0,0,0,0,0,0
Dean Defazio,22,0,0,0,0,2,0.069676985,1.532893668,0.069676985,2,0.069737574,1.534226626,0.069737574
Dean Evason,803,139,0.138128511,117.9192865,0.146848427,233,0.218703125,194.919721,0.242739379,372,0.356797153,312.8598819,0.389613801
Dean Hopkins,223,23,0.05437626,18.6544618,0.083652295,51,0.174453837,40.17673,0.180164709,74,0.22932556,58.88038806,0.264037615
Dean Jenkins,5,0,0,0,0,0,0,0,0,0,0,0,0
Dean Kennedy,717,26,0.035330644,22.12606622,0.030859228,110,0.134594901,90.85323888,0.126713025,136,0.170313506,113.2658371,0.157971879
Dean Kolstad,40,1,0.010797862,0.809839617,0.02024599,7,0.107337129,5.60869854,0.140217464,8,0.118902087,6.451855195,0.16129638
Dean Kukan,77,1,0.007704503,1.016994355,0.013207719,13,0.170165625,12.89066345,0.167411214,14,0.179780962,14.03867687,0.182320479
Dean Magee,7,0,0,0,0,0,0,0,0,0,0,0,0
Dean Malkoc,116,1,0.007179499,1.148719876,0.009902758,3,0.151313439,3.012205307,0.025967287,4,0.160027443,4.175090038,0.035992156
Dean McAmmond,996,186,0.182516605,203.4780044,0.204295185,262,0.263888567,274.6035945,0.27570642,448,0.445676854,477.1055758,0.479021662
Dean Melanson,9,0,0,0,0,0,0,0,0,0,0,0,0
Dean Morton,1,1,0.822534258,0.822534258,0.822534258,0,0,0,0,1,0.812277759,0.812277759,0.812277759
Dean Prentice,1378,391,0.298318707,416.5319846,0.302272848,469,0.350135851,498.9048149,0.362049938,860,0.648187377,915.1373808,0.664105501
Dean Sylvester,96,21,0.15608642,23.1982068,0.241647988,16,0.117664052,17.03023762,0.177398309,37,0.271967722,39.95888158,0.41623835
Dean Talafous,497,104,0.178788733,90.88471917,0.182866638,154,0.265345105,135.0254873,0.271681061,258,0.444102601,225.9103716,0.454548031
Dean Turner,35,1,0.007979837,0.861822398,0.024623497,0,0,0,0,1,0.008010097,0.865090482,0.024716871
Del Hall,9,2,0.316112823,1.89667694,0.210741882,0,0,0,0,2,0.317054447,1.902326682,0.211369631
Denis Arkhipov,352,56,0.17767258,63.56072724,0.180570248,82,0.244093837,88.79246045,0.252251308,138,0.421192403,152.177239,0.432321702
Denis Chasse,132,11,0.061713948,11.0469426,0.083688959,14,0.170970349,14.01982926,0.106210828,25,0.233111041,25.03354322,0.189648055
Denis Chervyakov,2,0,0,0,0,0,0,0,0,0,0,0,0
Denis Cyr,193,41,0.184906868,31.57404018,0.163596063,43,0.197983313,32.96920556,0.170824899,84,0.382134178,64.46321003,0.33400627
Denis Dupéré,421,80,0.165581307,73.5617866,0.174731085,99,0.209647706,91.61574988,0.217614608,179,0.375343683,165.2307465,0.392472082
Denis Gauthier,554,17,0.031003296,19.00670843,0.034308138,60,0.098725427,64.41231601,0.116267718,77,0.130597392,83.98772225,0.151602387
Denis Grebeshkov,234,17,0.050202696,18.47839206,0.078967487,68,0.259523136,69.56222706,0.297274475,85,0.313065101,88.84720709,0.379688919
Denis Gurianov,86,21,0.122390046,21.41820539,0.2490489,12,0.093428642,11.8808574,0.138149505,33,0.214698297,33.05287202,0.384335721
Denis Hamel,192,19,0.151639826,20.76981509,0.10817612,12,0.034790298,12.86462981,0.06700328,31,0.182886643,33.2231487,0.173037233
Denis Larocque,8,0,0,0,0,1,0.100606673,0.804853382,0.100606673,1,0.101141722,0.809133775,0.101141722
Denis Malgin,192,28,0.15009013,29.26010033,0.152396356,32,0.166346977,32.12774556,0.167332008,60,0.315469919,61.19538107,0.318725943
Denis Pederson,435,57,0.152274218,63.25043178,0.145403291,71,0.161800063,76.76193724,0.176464224,128,0.313383039,139.7921239,0.321361204
Denis Potvin*,1060,310,0.245066332,262.3901473,0.247537875,742,0.598503134,626.4575348,0.590997674,1052,0.843401985,888.7265894,0.838421311
Denis Savard*,1196,473,0.320919035,390.461869,0.326473135,865,0.578065153,703.17746,0.58794102,1338,0.89918202,1093.85696,0.91459612
Denis Shvidki,76,11,0.124180858,12.32390875,0.162156694,14,0.155356226,14.99355207,0.19728358,25,0.27868285,27.22984409,0.358287422
Denis Tolpeko,26,1,0.042890858,1.115162317,0.042890858,5,0.203246819,5.284417293,0.203246819,6,0.248791555,6.468580442,0.248791555
Denis Tsygurov,51,1,0.01787005,0.964982723,0.01892123,5,0.087685094,4.734995054,0.09284304,6,0.105925704,5.719988026,0.112156628
Dennis Abgrall,13,0,0,0,0,2,0.136576855,1.775499111,0.136576855,2,0.136575655,1.775483519,0.136575655
Dennis Bonvie,92,1,0.005593595,1.157874132,0.012585588,2,0.010856985,2.24739595,0.024428217,3,0.016457804,3.406765328,0.037030058
Dennis Cholowski,88,9,0.09674799,9.156841914,0.104055022,15,0.1679858,14.82653589,0.168483362,24,0.264734626,23.97359533,0.27242722
Dennis Everberg,70,3,0.031025632,3.412819476,0.048754564,9,0.088372651,9.720991622,0.138871309,12,0.120204001,13.2224401,0.188892001
Dennis Gilbert,22,1,0.024206886,1.016689226,0.046213147,2,0.047168219,1.981065206,0.090048418,3,0.0715017,3.003071419,0.136503246
Dennis Hextall,681,153,0.184202435,142.6575829,0.209482501,350,0.412689019,325.5557361,0.478055413,503,0.596714999,467.9944578,0.687216531
Dennis Hull,959,303,0.289059745,296.7753826,0.309463381,351,0.337197534,341.5732016,0.356176435,654,0.625947306,638.0060716,0.665282661
Dennis Kearns,677,31,0.040508406,28.29235282,0.041790772,290,0.368738261,264.2710387,0.390356039,321,0.408446511,291.9809469,0.43128648
Dennis Maruk,888,356,0.301108793,294.3427929,0.331467109,522,0.442432999,428.2027878,0.482210347,878,0.743482289,722.498334,0.81362425
Dennis McCord,3,0,0,0,0,0,0,0,0,0,0,0,0
Dennis O'Brien,592,31,0.048277792,28.64718875,0.048390522,91,0.122668556,83.5991177,0.141214726,122,0.170911454,112.2233984,0.189566551
Dennis Olson,3,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Owchar,288,30,0.09128089,26.9993482,0.093747737,85,0.224128052,76.93657355,0.26714088,115,0.315358849,103.8989977,0.360760409
Dennis Patterson,138,6,0.025964506,5.334307925,0.038654405,22,0.187699783,19.55581949,0.141708837,28,0.213324921,24.86692482,0.180195107
Dennis Polonich,390,59,0.097813152,53.00278548,0.135904578,82,0.141056117,73.66614162,0.188887543,141,0.238878945,126.6685774,0.324791224
Dennis Rasmussen,139,9,0.068975081,10.0241076,0.072115882,12,0.100016137,12.83947602,0.092370331,21,0.168893269,22.82848558,0.164233709
Dennis Seidenberg,859,44,0.048995182,48.67666997,0.056666671,207,0.234159597,217.3374619,0.253012179,251,0.285933526,268.5333522,0.312611586
Dennis Smith,8,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Sobchuk,35,5,0.248339898,4.236288934,0.121036827,6,0.078948755,5.210617809,0.148874795,11,0.326720089,9.445550151,0.269872861
Dennis Vaske,235,5,0.01502021,4.684797416,0.019935308,41,0.146162666,39.19858618,0.166802494,46,0.161938115,44.08473709,0.187594626
Dennis Ververgaert,583,176,0.268712169,157.7484165,0.270580474,216,0.333373362,192.6674493,0.330475899,392,0.602087249,350.4140847,0.601053318
Dennis Vial,242,4,0.010161471,3.704074485,0.015306093,15,0.05927888,14.2086736,0.058713527,19,0.069710168,17.96242361,0.074224891
Dennis Wideman,815,99,0.129154882,109.2728467,0.134077113,288,0.367678462,303.3157087,0.372166514,387,0.499622295,414.8707485,0.509043863
Denny Felsner,18,1,0.038948434,0.934762422,0.051931246,4,0.172562911,3.2916479,0.182869328,5,0.212721637,4.247625162,0.235979176
Denny Lambert,487,27,0.059166505,30.22031397,0.062054033,66,0.157509889,70.08351815,0.143908661,93,0.217148616,100.4771412,0.206318565
Derek Armstrong,477,72,0.108821177,78.66019894,0.164906077,149,0.178652773,154.116414,0.323095208,221,0.287982298,233.4342625,0.489380005
Derek Bekar,11,0,0,0,0,0,0,0,0,0,0,0,0
Derek Boogaard,277,3,0.013552775,3.115677435,0.011247933,13,0.043113409,12.98965126,0.046894048,16,0.057126842,16.27742235,0.058763258
Derek Dorsett,515,51,0.125823244,56.7365411,0.110168041,76,0.162072148,81.47993586,0.158213468,127,0.287269243,138.0442915,0.268047168
Derek Forbort,275,6,0.029310351,6.426434665,0.023368853,47,0.140695122,48.23315408,0.175393288,53,0.171119786,55.10506244,0.200382045
Derek Grant,264,31,0.076278226,31.78370205,0.120392811,39,0.115827444,39.37141247,0.149134138,70,0.192089028,71.01946881,0.269013139
Derek Joslin,116,4,0.023411849,4.498373798,0.038779084,12,0.079312047,12.68105884,0.109319473,16,0.103518962,17.27962929,0.148962322
Derek King,830,261,0.255864897,246.7704001,0.297313735,351,0.358871223,323.0952522,0.389271388,612,0.614196459,569.1203321,0.685687147
Derek Laxdal,67,12,0.063947733,9.765840915,0.14575882,7,0.030608273,5.582136202,0.083315466,19,0.094024458,15.27735331,0.228020199
Derek MacKenzie,611,51,0.062139367,57.25786867,0.093711733,74,0.090318506,78.78117166,0.128938088,125,0.152182828,135.7071284,0.222106593
Derek Mayer,17,2,0.109921605,1.868667289,0.109921605,2,0.107897028,1.834249484,0.107897028,4,0.217409188,3.695956201,0.217409188
Derek Meech,144,4,0.016106598,4.319913647,0.0299994,13,0.06231248,13.42247183,0.09321161,17,0.079138454,17.8692756,0.124092192
Derek Morris,1107,92,0.089567346,102.6337521,0.092713417,332,0.326454038,356.1997216,0.3217703,424,0.418855879,461.7714582,0.417137722
Derek Peltier,14,0,0,0,0,0,0,0,0,0,0,0,0
Derek Plante,450,96,0.182323236,98.33718197,0.218527071,152,0.305013969,153.0397353,0.340088301,248,0.487426213,251.3469822,0.558548849
Derek Roy,738,189,0.275365984,207.6202595,0.281328265,335,0.479717867,349.0139428,0.472918622,524,0.755684621,556.8365656,0.754521092
Derek Ryan,302,51,0.213765365,53.48587597,0.17710555,85,0.232087384,86.03358151,0.284879409,136,0.444590043,139.4962712,0.461908183
Derek Sanderson,598,202,0.264652791,197.5539593,0.330357791,250,0.324129644,243.1281846,0.406568871,452,0.588766404,440.6531197,0.736878127
Derek Smith,429,80,0.096175966,66.89011304,0.155921009,128,0.162804616,108.6457693,0.253253541,208,0.259486999,175.6655121,0.409476718
Derek Stepan,739,167,0.257246606,184.9746711,0.25030402,312,0.452726953,331.4518012,0.448513939,479,0.710450744,516.8616726,0.699406864
Derek Whitmore,2,0,0,0,0,0,0,0,0,0,0,0,0
Derian Hatcher,1045,80,0.076120184,82.32248573,0.078777498,251,0.246723324,258.8302074,0.247684409,331,0.32423007,342.5217973,0.327772055
Derick Brassard,852,186,0.235325794,204.9983835,0.240608431,297,0.354351393,314.5270105,0.369163158,483,0.589366755,519.4132889,0.60964001
Deron Quint,463,46,0.102407982,51.23967284,0.11066884,97,0.21323566,104.0116522,0.224647197,143,0.31597035,155.4252113,0.335691601
Derrick Pouliot,202,8,0.02665034,8.433454239,0.041749773,40,0.153571108,41.02498353,0.203093978,48,0.181503608,49.78596592,0.246465178
Derrick Smith,537,82,0.094676847,66.92140178,0.12462086,92,0.116366969,73.8704856,0.137561426,174,0.210801187,140.5442709,0.261721175
Derrick Walser,91,8,0.235609618,9.01117501,0.099023901,21,0.151115572,23.29265569,0.255963249,29,0.383122745,32.41278503,0.356184451
Deryk Engelland,671,30,0.044073777,33.05073412,0.049255938,97,0.155080788,102.0178774,0.152038565,127,0.200528904,135.7865067,0.202364392
Des Roche,113,20,0.180375307,25.70748161,0.227499837,18,0.273219054,32.94765842,0.291572198,38,0.4524352,59.514794,0.526679593
Des Smith,195,22,0.137699417,24.62618036,0.126288104,26,0.168574508,31.56769135,0.161885597,48,0.307998223,56.48610515,0.289672334
Devante Smith-Pelly,395,44,0.109946788,48.78203152,0.123498814,57,0.159686845,60.79162779,0.153902855,101,0.269528687,109.3662775,0.276876652
Devin Setoguchi,516,131,0.248013426,145.3953956,0.281774023,130,0.232232526,136.8915422,0.265293686,261,0.476670429,280.2077494,0.543038274
Devin Shore,288,39,0.112481319,41.13014179,0.142812992,67,0.18423273,68.34723347,0.237316783,106,0.296746867,109.4998286,0.380207738
Devon Toews,116,11,0.097879215,11.19195483,0.096482369,35,0.294163061,34.66288678,0.298817989,46,0.393467187,46.02679182,0.396782688
Dick Behling,5,1,0.210004703,0.840018813,0.168003763,0,0,0,0,1,0.218703035,0.874812142,0.174962428
Dick Bouchard,1,0,0,0,0,0,0,0,0,0,0,0,0
Dick Butler,7,2,0.296204751,2.073433256,0.296204751,0,0,0,0,2,0.328158311,2.297108176,0.328158311
Dick Cherry,145,12,0.058460399,12.3139122,0.084923532,10,0.049131895,10.27849937,0.070886203,22,0.107430012,22.55765675,0.155570047
Dick Duff*,1030,283,0.273087082,303.3607571,0.294525007,289,0.277035364,305.1674931,0.29627912,572,0.549567279,607.8450585,0.590140833
Dick Gamble,195,41,0.182670425,49.96652901,0.25623861,41,0.155414315,54.19743962,0.277935588,82,0.339085137,104.9281321,0.538092985
Dick Irvin*,95,29,0.546938133,48.80125894,0.513697463,23,1.361062891,122.7357386,1.291955143,52,1.674042747,149.4329464,1.572978384
Dick Kotanen,1,0,0,0,0,0,0,0,0,0,0,0,0
Dick Lamby,22,0,0,0,0,5,0.152050078,4.322282397,0.196467382,5,0.152128624,4.323875365,0.196539789
Dick Mattiussi,200,8,0.034008113,8.109275476,0.040546377,31,0.163894133,31.64634545,0.158231727,39,0.197980883,39.76175358,0.198808768
Dick Meissner,171,11,0.045129087,11.47005696,0.067076356,15,0.082836364,15.48697348,0.090567096,26,0.127894228,26.92116527,0.157433715
Dick Redmond,771,133,0.13073308,119.9099422,0.155525217,312,0.329625546,285.0628886,0.369731373,445,0.460058986,404.7314429,0.524943506
Dick Sarrazin,100,20,0.155646466,20.37202735,0.203720274,35,0.255121762,35.48610965,0.354861097,55,0.410922132,55.87637475,0.558763747
Dick Tarnstrom,306,35,0.120552122,39.75763429,0.129926909,105,0.358645926,115.4281388,0.37721614,140,0.481578849,155.9217518,0.509548209
Dickie Moore*,719,261,0.359999588,287.7640952,0.400228227,346,0.494279694,385.8056612,0.536586455,607,0.85374323,673.2443663,0.936362123
Didier Pitre*,45,3,0.056647151,2.563353597,0.056963413,6,0.295060985,13.36580343,0.297017854,9,0.274624243,12.43217679,0.276270595
