PLAYER_NAME,GP,G,AVG_SEAS_ADJ_GPG,ADJ_G,ADJ_GPG,A,AVG_SEAS_ADJ_APG,ADJ_A,ADJ_APG,PTS,AVG_SEAS_ADJ_PTSPG,ADJ_PTS,ADJ_PTSPG
Jakub Kindl,331,16,0.053416509,18.17245878,0.054901688,58,0.163237467,62.88283779,0.189978362,74,0.21783802,81.59263141,0.246503418
Jakub Klepis,66,4,0.058565782,4.161363509,0.063050962,10,0.140939945,9.736699681,0.147525753,14,0.200545676,13.96723525,0.211624777
Jakub Nakladal,30,2,0.042074206,2.272007149,0.075733572,3,0.061362503,3.313575184,0.110452506,5,0.10336166,5.581529634,0.186050988
Jakub Petruzalek,2,0,0,0,0,1,0.502140292,1.004280585,0.502140292,1,0.513060917,1.026121835,0.513060917
Jakub Voracek,915,207,0.256774774,227.9813606,0.249159957,488,0.560014692,512.2583612,0.559845204,695,0.818497043,742.0509251,0.810984618
Jakub Vrana,245,65,0.252928925,66.79714496,0.272641408,67,0.252948238,66.77169303,0.272537523,132,0.504007452,133.0745658,0.543161493
Jakub Zboril,2,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Mayers,915,90,0.099985881,98.73023157,0.107901892,129,0.159963896,135.2863773,0.147853964,219,0.259802865,233.5891146,0.25528865
Jame Pollock,9,0,0,0,0,0,0,0,0,0,0,0,0
James Bedard,22,1,0.03287376,1.117707833,0.050804901,1,0.037240532,1.266178072,0.057553549,2,0.070898232,2.410539899,0.109569995
James Black,352,58,0.136331469,62.31558389,0.177032909,57,0.133651787,59.05972551,0.167783311,115,0.269280411,121.0374263,0.343856325
James Camazzola,3,0,0,0,0,0,0,0,0,0,0,0,0
James Hughes,40,0,0,0,0,1,0.049656382,1.986255278,0.049656382,1,0.036591801,1.463672044,0.036591801
James Jarvis,112,17,0.15134733,18.9511075,0.169206317,15,0.239960407,31.67477367,0.282810479,32,0.389930918,50.28131734,0.448940333
James Latos,1,0,0,0,0,0,0,0,0,0,0,0,0
James Neal,821,289,0.395051265,320.208337,0.390022335,256,0.331675184,271.4590058,0.330644343,545,0.721215518,587.2798687,0.715322617
James Patrick,1280,149,0.101165292,133.982479,0.104673812,490,0.312914771,426.5548098,0.333245945,639,0.415004796,561.9027241,0.438986503
James Sheppard,394,23,0.062002073,25.62744832,0.065044285,68,0.171423007,71.56691038,0.181641905,91,0.234831367,97.79159497,0.248202018
James van Riemsdyk,741,247,0.364899728,270.6918746,0.365306174,234,0.334907306,247.0402666,0.333387674,481,0.695645941,514.6270679,0.694503465
James Wisniewski,552,53,0.099601507,59.11037907,0.10708402,221,0.361203186,233.7874422,0.423527975,274,0.464652211,295.5271411,0.535375256
James Wright,146,4,0.026446603,4.476859614,0.030663422,8,0.046700206,8.515414908,0.05832476,12,0.073226675,13.01638123,0.089153296
Jamie Allison,372,7,0.018286401,7.950263509,0.021371676,23,0.057544683,25.34871703,0.068141712,30,0.076198121,33.46044234,0.089947426
Jamie Arniel,1,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Baker,404,71,0.110675373,65.9018963,0.163123506,79,0.254256936,71.85311717,0.17785425,150,0.365802122,137.4977221,0.340340896
Jamie Benn,814,300,0.400784176,331.1179956,0.406778864,388,0.506638502,412.4841471,0.506737281,688,0.905173508,741.6423555,0.911108545
Jamie Devane,2,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Doornbosch,1,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Fraser,1,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Fritsch,1,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Gallimore,2,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Heward,394,38,0.076550599,41.17505042,0.104505204,86,0.18300233,88.15259352,0.223737547,124,0.260562305,129.7388698,0.329286472
Jamie Hislop,345,75,0.155000103,60.10353591,0.174213148,103,0.235640336,81.7123477,0.236847385,178,0.390713787,141.8382945,0.411125491
Jamie Hunt,1,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Huscroft,352,5,0.008053598,4.541067694,0.01290076,33,0.084235798,32.20614935,0.091494742,38,0.092758535,36.89707204,0.104821227
Jamie Langenbrunner,1109,243,0.209908076,267.6040315,0.241302102,420,0.357128127,443.2029695,0.399641992,663,0.567424458,710.9760302,0.641096511
Jamie Leach,81,11,0.187409116,9.554516216,0.11795699,9,0.079844539,7.44807254,0.091951513,20,0.265391121,16.92115303,0.208903124
Jamie Linden,4,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Lundmark,295,40,0.162313344,42.90706269,0.14544767,59,0.217868292,60.34190905,0.204548844,99,0.379057875,103.0014836,0.349157572
Jamie Macoun,1128,76,0.054818401,62.88112486,0.055745678,282,0.208554469,239.9697476,0.212739138,358,0.264083132,303.6870743,0.26922613
Jamie Masters,33,1,0.019006699,0.912321561,0.027646108,13,0.306555391,11.60444202,0.351649758,14,0.325519602,12.51169377,0.379142235
Jamie McBain,348,30,0.095944092,33.82949586,0.097211195,80,0.237140997,85.92923067,0.246923077,110,0.334540001,120.29917,0.34568727
Jamie McGinn,617,117,0.203008831,130.5558549,0.21159782,103,0.162917159,109.8985656,0.17811761,220,0.363026526,238.7303125,0.38692109
Jamie Oleksiak,313,18,0.044882863,18.99794654,0.060696315,40,0.116220259,40.92487948,0.130750414,58,0.161878739,60.09521055,0.191997478
Jamie Pushor,521,14,0.044721618,15.33112963,0.029426352,46,0.132648736,49.39617434,0.094810315,60,0.177983531,64.97221157,0.12470674
Jamie Rivers,454,17,0.040569061,19.20055387,0.042291969,49,0.109760069,52.03020283,0.114603971,66,0.150948644,71.5251526,0.157544389
Jamie Tardif,2,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Wright,124,12,0.170192074,13.71657103,0.110617508,20,0.115866498,22.21203473,0.179129312,32,0.283751784,35.93684788,0.289813289
Jan Benda,9,0,0,0,0,3,0.377041206,3.393370854,0.377041206,3,0.379211608,3.412904468,0.379211608
Jan Bulis,552,96,0.187345452,106.0951172,0.192201299,149,0.302516873,159.5985193,0.289127752,245,0.489400047,265.2421366,0.480511117
Jan Caloun,24,8,0.234001488,7.722049112,0.321752046,6,0.181992369,6.005748171,0.250239507,14,0.415305232,13.70507267,0.571044695
Jan Erixon,556,57,0.085317338,47.0029412,0.084537664,159,0.234430115,127.1137297,0.228621816,216,0.320137737,174.3214562,0.313527799
Jan Hejda,627,25,0.04304015,27.85827464,0.04443106,110,0.186439273,115.7706778,0.184642229,135,0.231915655,145.0786885,0.231385468
Jan Hlavac,436,90,0.230449461,101.2063591,0.232124677,134,0.3319568,145.3178403,0.333297799,224,0.561895201,246.2933242,0.564892945
Jan Hrdina,513,101,0.222512397,113.983497,0.222190053,196,0.416404326,212.1397199,0.413527719,297,0.639715142,326.5138576,0.636479255
Jan Ludvig,314,54,0.105765383,42.24630736,0.13454238,87,0.213662761,67.5922237,0.215261859,141,0.319694644,109.8431433,0.349818928
Jan Mertzig,23,0,0,0,0,2,0.097285767,2.237572651,0.097285767,2,0.098342943,2.261887688,0.098342943
Jan Mursak,46,2,0.034633476,2.247486715,0.048858407,2,0.028907112,2.168033428,0.047131161,4,0.063039873,4.388386444,0.095399705
Jan Nemecek,7,1,0.095930939,1.15117127,0.164453039,0,0,0,0,1,0.094211021,1.130532251,0.161504607
Jan Rutta,127,9,0.064925601,9.262588456,0.072933767,26,0.195259382,25.8654397,0.20366488,35,0.261139188,35.24645513,0.277531143
Jan Vopat,126,11,0.074608463,12.02925053,0.095470242,20,0.178271509,21.29305566,0.168992505,31,0.253212701,33.32241347,0.264463599
Jani Hakanpaa,5,1,0.203419213,1.017096064,0.203419213,0,0,0,0,1,0.200121476,1.000607381,0.200121476
Jani Rita,66,9,0.100833996,9.436906602,0.142983433,5,0.041325646,4.88280598,0.073981909,14,0.139988352,14.12310018,0.213986366
Janis Sprukts,14,1,0.040469876,1.05221678,0.075158341,2,0.075700879,1.968222843,0.140587346,3,0.116468439,3.028179408,0.216298529
Janne Kuokkanen,12,0,0,0,0,0,0,0,0,0,0,0,0
Janne Laukkanen,407,22,0.060878575,24.58022819,0.060393681,99,0.256485483,106.6219372,0.261970362,121,0.318879238,131.8272308,0.32389983
Janne Niinimaa,741,54,0.076475368,60.54719618,0.081710116,265,0.370361515,287.7571339,0.388336213,319,0.44932544,350.167299,0.472560457
Janne Niskala,6,1,0.177360778,1.06416467,0.177360778,2,0.334754417,2.0085265,0.334754417,3,0.513114669,3.078688014,0.513114669
Janne Ojanen,98,21,0.108953527,17.36071541,0.177150157,23,0.221865565,18.61554331,0.189954524,44,0.331128156,35.90723929,0.366400401
Janne Pesonen,7,0,0,0,0,0,0,0,0,0,0,0,0
Jannik Hansen,626,109,0.176533232,122.7522712,0.19608989,147,0.232044509,156.6800377,0.2502876,256,0.407626599,278.7131812,0.445228724
Jansen Harkins,29,2,0.070190517,2.035525006,0.070190517,5,0.170883733,4.955628258,0.170883733,7,0.241630799,7.007293175,0.241630799
Jared Aulin,17,2,0.134263295,2.282476018,0.134263295,2,0.128432396,2.183350739,0.128432396,4,0.261291008,4.441947133,0.261291008
Jared Boll,579,28,0.054072135,30.98717692,0.05351844,38,0.061738631,39.99374439,0.069073825,66,0.115349685,70.76322843,0.122216284
Jared Cowen,249,15,0.066024488,17.06976419,0.06855327,31,0.090221468,33.65061746,0.135143042,46,0.155682753,50.79096043,0.203979761
Jared McCann,310,52,0.157607553,54.28866413,0.175124723,71,0.233098658,72.07086206,0.232486652,123,0.390452329,126.1803542,0.407033401
Jared Ross,13,0,0,0,0,0,0,0,0,0,0,0,0
Jared Spurgeon,653,82,0.135200062,88.947786,0.136214067,198,0.313555273,207.7956556,0.31821693,280,0.450190232,297.6976363,0.455892245
Jared Staal,2,0,0,0,0,0,0,0,0,0,0,0,0
Jaret Anderson-Dolan,9,0,0,0,0,1,0.09856445,0.985644505,0.109516056,1,0.099713043,0.99713043,0.11079227
Jari Gronstrand,185,8,0.028186006,6.555326217,0.035434196,26,0.142489698,21.05194903,0.113794319,34,0.171356424,27.65502935,0.149486645
Jari Kurri*,1251,601,0.393860682,495.9918525,0.396476301,797,0.525201678,657.1241657,0.525279109,1398,0.918485669,1152.365122,0.921155173
Jari Torkki,4,1,0.202459904,0.809839617,0.202459904,0,0,0,0,1,0.200272843,0.80109137,0.200272843
Jarkko Immonen,20,3,0.204516219,3.055401209,0.15277006,5,0.1758086,4.922640797,0.24613204,8,0.377581716,7.99206128,0.399603064
Jarkko Ruutu,652,58,0.088806195,63.02236364,0.096660067,84,0.132803701,87.56018732,0.134294766,142,0.221224169,150.2245356,0.230405729
Jarkko Varvio,13,3,0.218315239,2.884183032,0.221860233,4,0.271844678,3.750712875,0.288516375,7,0.489617791,6.628706102,0.509900469
Jarmo Kekalainen,55,5,0.097521135,4.333582129,0.078792402,8,0.121336665,7.058137964,0.128329781,13,0.218485391,11.38663211,0.207029675
Jarno Kultanen,102,2,0.011837112,2.201702845,0.021585322,11,0.074941587,11.81216734,0.115805562,13,0.087511568,14.1262278,0.138492429
Jarod Palmer,6,1,0.18988419,1.139305137,0.18988419,0,0,0,0,1,0.184070156,1.104420934,0.184070156
Jarome Iginla,1554,625,0.447133024,698.9997402,0.449806783,675,0.463086423,717.7336997,0.461862098,1300,0.905637393,1409.485895,0.90700508
Jaromir Jagr,1733,766,0.46324005,813.0365397,0.469149763,1155,0.6714621,1187.441595,0.685194227,1921,1.133672232,1998.738233,1.153340007
Jaroslav Balastik,74,13,0.156964461,13.08844794,0.176870918,11,0.133379239,10.46968946,0.14148229,24,0.287574464,23.32633394,0.315220729
Jaroslav Bednar,102,10,0.128815737,11.51958057,0.112937064,25,0.182871348,27.45281616,0.269145256,35,0.311657318,39.14029403,0.383728373
Jaroslav Hlinka,63,8,0.141632325,8.922836497,0.141632325,20,0.336012809,21.16880699,0.336012809,28,0.479622913,30.21624349,0.479622913
Jaroslav Jirik,3,0,0,0,0,0,0,0,0,0,0,0,0
Jaroslav Kristek,6,0,0,0,0,0,0,0,0,0,0,0,0
Jaroslav Modry,725,49,0.07039479,53.35398697,0.073591706,201,0.250447782,209.7734168,0.289342644,250,0.322743569,264.9179018,0.365404002
Jaroslav Obsut,7,0,0,0,0,0,0,0,0,0,0,0,0
Jaroslav Otevrel,16,3,0.155791017,2.804238306,0.175264894,4,0.218193526,3.462442693,0.216402668,7,0.374104617,6.264230147,0.391514384
Jaroslav Pouzar,186,34,0.135206979,26.56454501,0.142820134,48,0.19954495,37.24124539,0.200221749,82,0.334746449,63.79993998,0.34301043
Jaroslav Sevcik,13,0,0,0,0,2,0.124003176,1.612041285,0.124003176,2,0.124935905,1.624166759,0.124935905
Jaroslav Spacek,880,82,0.101621815,90.14003873,0.102431862,273,0.319477057,286.9709918,0.3261034,355,0.423809752,379.5829102,0.431344216
Jaroslav Svejkovsky,113,23,0.264397,25.41754898,0.224934062,19,0.182672782,20.64911883,0.182735565,42,0.445490805,45.91968869,0.406368926
Jaroslav Svoboda,134,12,0.125836672,13.28843083,0.099167394,17,0.143922161,18.25080498,0.136200037,29,0.268903043,31.48173968,0.234938356
Jarred Tinordi,81,1,0.007262066,1.016689226,0.012551719,10,0.135297491,10.45011587,0.129013776,11,0.144834892,11.61557701,0.143402185
Jarret Stoll,872,144,0.169051907,157.5669789,0.180696077,244,0.291090353,252.1509721,0.289163959,388,0.460447201,409.6741179,0.469809768
Jarrett Deuling,15,0,0,0,0,1,0.033792992,0.94620379,0.063080253,1,0.034027778,0.952777796,0.06351852
Jarrod Skalde,115,13,0.069844524,13.262617,0.115327104,21,0.206171404,20.70565485,0.180049173,34,0.276907406,33.9717169,0.295406234
Jason Akeson,15,1,0.380691248,1.142073745,0.07613825,1,0.360212938,1.080638813,0.072042588,2,0.734800662,2.204401985,0.146960132
Jason Allison,552,154,0.244329429,171.8519126,0.311325929,331,0.561010395,356.8266367,0.646425066,485,0.807270741,529.6130604,0.95944395
Jason Arnott,1244,417,0.363096593,450.1471938,0.361854657,521,0.439907242,541.944327,0.435646565,938,0.80031292,988.7040203,0.794778151
Jason Blake,871,213,0.325130597,233.3718655,0.267935552,273,0.293076323,285.3607219,0.32762425,486,0.614545615,516.6290567,0.593144726
Jason Bonsignore,79,3,0.270092887,3.310892993,0.041910038,13,0.12480959,14.30336007,0.181055191,16,0.393038346,17.68334438,0.223839802
Jason Botterill,88,5,0.086924682,5.761932719,0.065476508,9,0.079172707,9.77847856,0.111119075,14,0.165453733,15.5525049,0.17673301
Jason Bowen,77,2,0.02268797,1.772610928,0.023020921,6,0.056445539,5.616246086,0.072938261,8,0.079048767,7.39581333,0.096049524
Jason Chimera,1107,186,0.181348346,205.9682768,0.186059871,229,0.193210338,241.5943946,0.218242452,415,0.373053315,446.0003119,0.402890977
Jason Cirone,3,0,0,0,0,0,0,0,0,0,0,0,0
Jason Dawe,366,86,0.17384936,89.82205607,0.245415454,90,0.219263013,92.4519351,0.252600916,176,0.392903926,181.9204758,0.49705048
Jason Demers,658,45,0.072140976,49.89306083,0.07582532,165,0.24920289,174.9785301,0.265924818,210,0.323458198,226.3982181,0.34407024
Jason Dickinson,170,18,0.318006018,18.63393473,0.109611381,30,0.098556419,29.68872984,0.174639587,48,0.412163429,48.32581309,0.284269489
Jason Doig,158,6,0.023270721,6.750214316,0.042722875,18,0.125624411,19.94562422,0.126238128,24,0.149731725,26.81234784,0.169698404
Jason Garrison,555,49,0.080167741,55.46485142,0.099936669,111,0.169256897,119.6542973,0.215593328,160,0.250105098,175.6421541,0.31647235
Jason Herter,1,0,0,0,0,1,0.946582423,0.946582423,0.946582423,1,0.953159059,0.953159059,0.953159059
Jason Holland,81,4,0.046847657,4.580942752,0.056554849,5,0.104317798,5.564715326,0.068700189,9,0.152296906,10.13342008,0.125103952
Jason Jaffray,49,4,0.067346813,4.35805562,0.088939911,7,0.112335127,7.319731144,0.149382268,11,0.179634908,11.67672964,0.238300605
Jason Jaspers,9,0,0,0,0,1,0.093586041,1.12303249,0.124781388,1,0.094646637,1.135759642,0.126195516
Jason King,59,12,0.100594583,14.18383621,0.240404004,11,0.16346723,12.40078528,0.210182801,23,0.264178012,26.4233515,0.447853415
Jason Krog,202,22,0.113185459,24.9481627,0.123505756,37,0.163835069,40.42293156,0.200113523,59,0.276140729,65.32325594,0.323382455
Jason Lafreniere,146,34,0.158996354,27.92086254,0.191238784,53,0.232008552,42.80529279,0.293186937,87,0.390779431,70.71580879,0.484354855
Jason MacDonald,4,0,0,0,0,0,0,0,0,0,0,0,0
Jason Marshall,526,16,0.06004192,17.91981877,0.034068097,51,0.096534632,55.04310753,0.104644691,67,0.156821319,73.26542859,0.139287887
Jason McBain,9,0,0,0,0,0,0,0,0,0,0,0,0
Jason Miller,6,0,0,0,0,0,0,0,0,0,0,0,0
Jason Morgan,44,2,0.049509752,2.150515877,0.048875361,5,0.074858632,5.486000787,0.124681836,7,0.124447903,7.67769055,0.174492967
Jason Podollan,41,1,0.008963966,1.03982003,0.025361464,5,0.302645369,5.176736462,0.126261865,6,0.314904084,6.24012227,0.152198104
Jason Pominville,1060,293,0.283090788,321.3895173,0.303197658,434,0.396337674,456.1253465,0.430306931,727,0.67797496,775.9864111,0.732062652
Jason Robertson,3,0,0,0,0,1,0.330245978,0.990737934,0.330245978,1,0.33350244,1.000507321,0.33350244
Jason Ruff,14,3,0.18235388,2.606074609,0.186148186,3,0.203762215,2.648595445,0.189185389,6,0.38509969,5.237678167,0.374119869
Jason Ryznar,8,0,0,0,0,0,0,0,0,0,0,0,0
Jason Simon,5,0,0,0,0,0,0,0,0,0,0,0,0
Jason Smith,1008,41,0.041278011,45.59374777,0.045231893,128,0.123208968,136.2030756,0.135122099,169,0.165191901,182.6006388,0.181151427
Jason Spezza,1123,341,0.338695249,376.7253151,0.335463326,599,0.561125972,626.1704957,0.557587262,940,0.899958903,1003.10455,0.893236465
Jason Strudwick,674,13,0.018263629,14.23955622,0.021126938,42,0.057165972,44.43423216,0.06592616,55,0.075822585,59.00714638,0.087547695
Jason Ward,336,36,0.120720863,38.92031133,0.11583426,45,0.112775929,45.4529566,0.135276657,81,0.232068043,84.04006264,0.250119234
Jason Widmer,7,0,0,0,0,1,0.171146858,1.026881146,0.146697307,1,0.171918007,1.031508039,0.147358291
Jason Wiemer,726,90,0.130629111,99.75927249,0.137409466,112,0.158678418,121.6668184,0.167585149,202,0.288747728,221.0264964,0.30444421
Jason Williams,455,94,0.196425973,101.3997977,0.222856698,133,0.284356508,134.6747261,0.295988409,227,0.480215564,235.5308812,0.517650288
Jason Woolley,718,68,0.090833869,75.0874021,0.104578554,246,0.311550834,260.7319587,0.363136433,314,0.404132036,337.3072724,0.469787288
Jason York,757,42,0.059204305,46.27618271,0.061131021,187,0.246336473,199.7471196,0.263866737,229,0.307047328,247.3039068,0.326689441
Jason Zent,27,3,0.047268735,3.119736517,0.115545797,3,0.04669798,3.082066675,0.114150618,6,0.093792572,6.190309739,0.229270731
Jason Zucker,471,138,0.272889154,148.4911771,0.315267892,117,0.228095143,120.4627663,0.255759589,255,0.497472787,267.1029243,0.567097504
Jassen Cullimore,812,26,0.033777717,28.82586399,0.035499833,85,0.106967997,89.92670718,0.110747176,111,0.141667168,119.5035787,0.147171895
Jay Beagle,583,56,0.097048736,62.00294355,0.106351533,81,0.123169497,85.03475245,0.145857208,137,0.219526923,146.7373233,0.251693522
Jay Bouwmeester,1240,88,0.07691453,96.23555256,0.077609317,336,0.276106823,350.3417404,0.282533662,424,0.355541521,449.8555381,0.362786724
Jay Caufield,208,5,0.02875773,4.15824653,0.01999157,8,0.028388307,6.474672928,0.031128235,13,0.057090081,10.636361,0.051136351
Jay Harrison,372,23,0.046590526,26.06655724,0.07007139,52,0.129581843,55.68503834,0.149690963,75,0.177291404,82.01771339,0.220477724
Jay Henderson,33,1,0.022988438,1.103445017,0.033437728,3,0.066820928,3.207404532,0.097194077,4,0.090161096,4.32773259,0.131143412
Jay Johnston,8,0,0,0,0,0,0,0,0,0,0,0,0
Jay Leach,70,1,0.006267431,1.096800338,0.015668576,2,0.0143016,2.042116519,0.029173093,3,0.020639398,3.141212634,0.044874466
Jay Mazur,47,11,0.067114934,9.664550509,0.205628734,7,0.041647306,5.99721205,0.127600256,18,0.108125582,15.57008376,0.331278378
Jay McClement,906,90,0.111209306,99.15855165,0.109446525,154,0.175581361,158.8548928,0.175336526,244,0.286784631,258.052603,0.284826273
Jay McKee,802,21,0.024823915,22.88667066,0.028536996,104,0.189503978,110.4504228,0.137718732,125,0.215784194,134.262987,0.167410208
Jay Miller,446,40,0.071962673,33.25938501,0.074572612,44,0.076622045,36.36824643,0.081543153,84,0.148291047,69.49500794,0.155818403
Jay More,406,18,0.030533362,17.3143076,0.042646078,54,0.109770872,51.42502505,0.126662623,72,0.140744432,68.89952153,0.169703255
Jay Pandolfo,899,100,0.112115407,110.4851423,0.122897822,126,0.141437538,133.7727369,0.14880171,226,0.252764121,243.4086307,0.270754873
Jay Rosehill,117,5,0.057259976,5.616280784,0.0480024,3,0.030075711,3.149731827,0.026920785,8,0.086055003,8.648177705,0.073916049
Jay Wells,1098,47,0.031716842,38.19742769,0.034788186,216,0.147589926,174.0713948,0.158534968,263,0.179749624,212.7603619,0.193770821
Jayce Hawryluk,68,10,0.143501618,10.17558692,0.149640984,12,0.19210525,11.86673025,0.174510739,22,0.335034701,21.98235808,0.323269972
Jaycob Megna,43,1,0.012096997,1.016147718,0.023631342,4,0.058970909,3.954885866,0.09197409,5,0.071590106,5.001938402,0.116324149
Jayson Megna,121,10,0.070611818,11.26245301,0.093078124,10,0.078112265,10.83064454,0.089509459,20,0.148255966,21.97670627,0.181625672
Jean-Francois Fortin,71,1,0.010724271,1.15822132,0.016312976,4,0.042217981,4.460277898,0.062820815,5,0.053282011,5.653533657,0.079627235
Jean-Francois Jacques,166,9,0.046925425,9.883774996,0.059540813,8,0.0241191,8.314279061,0.050086018,17,0.069961445,18.0491513,0.108729827
Jean-Francois Jomphe,111,10,0.075908257,10.36063081,0.093339016,29,0.242198351,29.16160281,0.262717142,39,0.318814969,39.59080411,0.356673911
Jean-Francois Quintin,22,5,0.223072071,4.285644669,0.19480203,5,0.145350747,4.069820907,0.184991859,10,0.366389474,8.328664253,0.378575648
Jean-Gabriel Pageau,435,89,0.209508673,96.06496783,0.220839006,95,0.208440968,99.93865646,0.229744038,184,0.415941257,195.2456803,0.448840644
Jean-Guy Gendron,864,182,0.200686562,190.1271158,0.220054532,201,0.30005905,209.2776584,0.242219512,383,0.500061146,398.9004449,0.46169033
Jean-Guy Lagace,197,9,0.031235075,8.144117765,0.041340699,39,0.141788282,35.3809706,0.179598836,48,0.172943053,43.49702003,0.220797056
Jean-Guy Talbot,1066,43,0.039343476,44.82924832,0.042053704,242,0.247563872,254.9194491,0.239136444,285,0.286140369,299.3108193,0.28077938
Jean-Guy Trudel,5,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Luc Grand-Pierre,269,7,0.022810014,8.098297136,0.030105194,13,0.043266692,14.35143479,0.053351059,20,0.06608625,22.44892048,0.083453236
Jean-Marc Gaulin,26,4,0.2174798,3.103616672,0.119369872,3,0.026121542,2.298695711,0.088411373,7,0.242372509,5.386003396,0.207153977
Jean-Marc Lanthier,105,16,0.14065472,12.38329499,0.117936143,16,0.116559618,12.20718795,0.116258933,32,0.256744445,24.5524668,0.233833017
Jean-Marc Richard,5,2,0.204116217,1.632929737,0.326585947,1,0.100606673,0.804853382,0.160970676,3,0.303461871,2.427694968,0.485538994
Jean-Marc Routhier,8,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Paul Denis,10,0,0,0,0,2,0.255934566,2.448155187,0.244815519,2,0.240080356,2.286023547,0.228602355
Jean-Paul Gladu,40,6,0.124279903,4.971196111,0.124279903,14,0.394873522,15.79494089,0.394873522,20,0.495872138,19.8348855,0.495872138
Jean-Paul Lamirande,49,5,0.086640985,5.408040464,0.110368173,5,0.097044361,6.176103818,0.126042935,10,0.185547789,11.68939839,0.238559151
Jean-Philippe Cote,27,0,0,0,0,4,0.113767622,4.323169626,0.160117394,4,0.115831868,4.401610971,0.163022629
Jean-Sebastien Dea,32,5,0.09591344,5.101547743,0.159423367,2,0.021439453,1.972429658,0.061638427,7,0.115655619,6.99698985,0.218655933
Jean-Yves Leroux,220,16,0.065359124,18.06501331,0.082113697,22,0.291471759,24.11388527,0.109608569,38,0.357515291,42.111099,0.191414086
Jean-Yves Roy,61,12,0.194855576,12.38653736,0.20305799,16,0.133326562,16.37293586,0.268408785,28,0.326996015,28.73754794,0.471107343
Jean Beliveau*,1125,507,0.571884733,559.5737448,0.497398884,712,0.644190583,774.8373383,0.688744301,1219,1.221382829,1334.445333,1.186173629
Jean Bourcier,9,0,0,0,0,1,0.18068492,1.626164279,0.18068492,1,0.170215848,1.531942636,0.170215848
Jean Cusson,2,0,0,0,0,0,0,0,0,0,0,0,0
Jean Gauthier,166,6,0.011047564,6.462824839,0.03893268,29,0.13021621,30.30162069,0.182539884,35,0.141159409,36.69317769,0.221043239
Jean Hamel,699,26,0.031948162,22.28149809,0.031876249,95,0.11455219,81.54888677,0.116665074,121,0.14646915,103.7970595,0.148493647
Jean Lemieux,204,23,0.135017218,20.81068342,0.102013154,63,0.278617297,56.79045816,0.278384599,86,0.413486559,77.54616725,0.380128271
Jean Potvin,613,63,0.101469687,57.02238342,0.093021833,224,0.347452983,204.4994238,0.33360428,287,0.448631841,261.2989878,0.426262623
Jean Pronovost,998,391,0.343542228,361.3826743,0.362106888,383,0.33962121,352.2795542,0.352985525,774,0.683240488,713.7259445,0.715156257
Jean Pusie,65,1,0.031162298,1.246491916,0.019176799,4,0.059071847,6.871683932,0.105718214,5,0.08757432,7.574416092,0.116529478
Jean Ratelle*,1280,491,0.353810834,472.3514556,0.369024575,776,0.537332424,742.4387131,0.580030245,1267,0.891054321,1214.765057,0.949035201
Jean Savard,43,7,0.069275848,6.442653882,0.14982916,12,0.135359845,11.01881658,0.256251548,19,0.204671954,17.46292935,0.406114636
Jeannot Gilbert,9,0,0,0,0,1,0.132567569,1.060540555,0.117837839,1,0.132224729,1.057797831,0.117533092
Jed Ortmeyer,345,22,0.048972543,23.85269985,0.06913826,31,0.072831055,32.01127367,0.0927863,53,0.121714097,55.73734222,0.161557514
Jeff Allan,4,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Bandura,2,0,0,0,0,1,0.396005397,0.792010795,0.396005397,1,0.39529123,0.79058246,0.39529123
Jeff Batters,16,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Beukeboom,804,30,0.031455682,27.06782275,0.033666446,129,0.142635785,114.6971774,0.142658181,159,0.174788982,142.3024364,0.17699308
Jeff Bloemberg,43,3,0.022030475,2.467413217,0.057381703,6,0.235168368,4.980998308,0.11583717,9,0.259031167,7.461473541,0.17352264
Jeff Brown,747,154,0.172971957,133.9599256,0.179330556,430,0.451486369,376.8073252,0.504427477,584,0.625565899,511.7799414,0.68511371
Jeff Brownschidle,7,0,0,0,0,1,0.124416165,0.746496988,0.106642427,1,0.124950395,0.749702369,0.107100338
Jeff Brubaker,178,16,0.033340873,12.58196749,0.070685211,9,0.079812379,7.05524206,0.039636191,25,0.113044896,19.57772535,0.109987221
Jeff Buchanan,6,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Carter,1040,382,0.409433389,419.8000184,0.403653864,350,0.341264037,366.2677823,0.35218056,732,0.744454448,779.8818736,0.749886417
Jeff Christian,18,2,0.037795043,2.078727369,0.115484854,2,0.037341044,2.0537574,0.114097633,4,0.075024939,4.126371625,0.229242868
Jeff Chychrun,262,3,0.003867059,2.454104557,0.009366811,22,0.047303507,18.1870956,0.069416395,25,0.051526681,20.75940712,0.079234378
